year,month,session,talk_title,speaker,words
2016,4,Saturday Afternoon Session,"Statistical Report, 2015",Brook P. Hales,78
2016,4,Saturday Afternoon Session,The Sacred Place of Restoration,Jairo Mazzagardi,1423
2016,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,844
2016,4,Saturday Afternoon Session,To the Rescue: We Can Do It,Mervyn B. Arnold,1380
2016,4,Saturday Morning Session,“That I Might Draw All Men unto Me”,Dale G. Renlund,1900
2016,4,Saturday Morning Session,A Child’s Guiding Gift,Mary R. Durham,1298
2016,4,Saturday Morning Session,Be Thou Humble,Steven E. Snow,1505
2016,4,Saturday Morning Session,I Am a Child of God,Donald L. Hallstrom,1482
2016,4,Saturday Morning Session,The Healing Ointment of Forgiveness,Kevin R. Duncan,1495
2016,4,Saturday Morning Session,Where Are the Keys and Authority of the Priesthood?,Gary E. Stevenson,1951
2016,4,Saturday Morning Session,Where Two or Three Are Gathered,Henry B. Eyring,2168
2016,4,Sunday Afternoon Session,Always Remember Him,Gerrit W. Gong,1706
2016,4,Sunday Afternoon Session,And There Shall Be No More Death,Paul V. Johnson,1353
2016,4,Sunday Afternoon Session,Opposition in All Things,Dallin H. Oaks,1955
2016,4,Sunday Afternoon Session,Refuge from the Storm,Patrick Kearon,1693
2016,4,Sunday Afternoon Session,The Holy Ghost,Robert D. Hales,1612
2016,4,Sunday Afternoon Session,The Power of Godliness,Kent F. Richards,1582
2016,4,Sunday Afternoon Session,Tomorrow the Lord Will Do Wonders among You,Jeffrey R. Holland,1925
2016,4,Sunday Morning Session,A Pattern for Peace,W. Christopher Waddell,2100
2016,4,Sunday Morning Session,Choices,Thomas S. Monson,502
2016,4,Sunday Morning Session,Do I Believe?,Bonnie L. Oscarson,1777
2016,4,Sunday Morning Session,Fathers,D. Todd Christofferson,2334
2016,4,Sunday Morning Session,He Will Place You on His Shoulders and Carry You Home,Dieter F. Uchtdorf,2008
2016,4,Sunday Morning Session,See Yourself in the Temple,Quentin L. Cook,2226
2016,10,General Priesthood Session,Emissaries to the Church,Jeffrey R. Holland,1740
2016,10,General Priesthood Session,Learn from Alma and Amulek,Dieter F. Uchtdorf,2029
2016,10,General Priesthood Session,Principles and Promises,Thomas S. Monson,522
2016,10,General Priesthood Session,That He May Become Strong Also,Henry B. Eyring,2212
2016,10,General Priesthood Session,There Is Power in the Book,LeGrand R. Curtis Jr.,1958
2016,10,General Women's Session,"Fourth Floor, Last Door",Dieter F. Uchtdorf,2254
2016,10,General Women's Session,I Will Bring the Light of the Gospel into My Home,Jean B. Bingham,1869
2016,10,General Women's Session,"Rise Up in Strength, Sisters in Zion",Bonnie L. Oscarson,1942
2016,10,General Women's Session,The Master Healer,Carole M. Stephens,1716
2016,10,Saturday Afternoon Session,“Abide in My Love”,D. Todd Christofferson,2185
2016,10,Saturday Afternoon Session,Be Ambitious for Christ,Kazuhiko Yamashita,1280
2016,10,Saturday Afternoon Session,For Our Spiritual Development and Learning,W. Mark Bassett,1637
2016,10,Saturday Afternoon Session,"Look to the Book, Look to the Lord",Gary E. Stevenson,2227
2016,10,Saturday Afternoon Session,Sharing the Restored Gospel,Dallin H. Oaks,1904
2016,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,416
2016,10,Saturday Afternoon Session,Valiant in the Testimony of Jesus,Quentin L. Cook,2170
2016,10,Saturday Morning Session,“A Choice Seer Will I Raise Up”,Craig C. Christensen,1696
2016,10,Saturday Morning Session,"“Come, Follow Me” by Practicing Christian Love and Service",Robert D. Hales,1539
2016,10,Saturday Morning Session,A Witness of God,Neil L. Andersen,1896
2016,10,Saturday Morning Session,Am I Good Enough? Will I Make It?,J. Devn Cornish,1587
2016,10,Saturday Morning Session,O How Great the Plan of Our God!,Dieter F. Uchtdorf,2081
2016,10,Saturday Morning Session,The Lord Jesus Christ Teaches Us to Pray,Juan A. Uceda,1332
2016,10,Saturday Morning Session,The Soul’s Sincere Desire,Carol F. McConkie,1467
2016,10,Sunday Afternoon Session,“If Ye Had Known Me”,David A. Bednar,2060
2016,10,Sunday Afternoon Session,God Shall Wipe Away All Tears,Evan A. Schmutz,1556
2016,10,Sunday Afternoon Session,Lest Thou Forget,Ronald A. Rasband,1973
2016,10,Sunday Afternoon Session,No Greater Joy Than to Know That They Know,K. Brett Nattress,1406
2016,10,Sunday Afternoon Session,Repentance: A Joyful Choice,Dale G. Renlund,1995
2016,10,Sunday Afternoon Session,Serve,Carl B. Cook,1540
2016,10,Sunday Afternoon Session,The Doctrine of Christ,Brian K. Ashton,1887
2016,10,Sunday Morning Session,Gratitude on the Sabbath Day,Henry B. Eyring,2104
2016,10,Sunday Morning Session,Joy and Spiritual Survival,Russell M. Nelson,1697
2016,10,Sunday Morning Session,The Blessings of Worship,Dean M. Davies,1613
2016,10,Sunday Morning Session,The Great Plan of Redemption,Linda S. Reeves,1490
2016,10,Sunday Morning Session,The Perfect Path to Happiness,Thomas S. Monson,547
2016,10,Sunday Morning Session,The Righteous Judge,Lynn G. Robbins,1670
2016,10,Sunday Morning Session,The Sacrament Can Help Us Become Holy,Peter F. Meurs,1326
2016,10,Sunday Morning Session,To Whom Shall We Go?,M. Russell Ballard,1711
2017,4,General Priesthood Session,“Walk with Me”,Henry B. Eyring,2611
2017,4,General Priesthood Session,Called to the Work,David A. Bednar,2071
2017,4,General Priesthood Session,"Kindness, Charity, and Love",Thomas S. Monson,409
2017,4,General Priesthood Session,Prepare the Way,Gérald Caussé,1733
2017,4,General Priesthood Session,The Greatest among You,Dieter F. Uchtdorf,2113
2017,4,General Women's Session,“My Peace I Leave with You”,Henry B. Eyring,1949
2017,4,General Women's Session,Certain Women,Linda K. Burton,1621
2017,4,General Women's Session,The Beauty of Holiness,Carol F. McConkie,1591
2017,4,General Women's Session,Trust in the Lord and Lean Not,Bonnie H. Cordon,1616
2017,4,Saturday Afternoon Session,Becoming a Disciple of Our Lord Jesus Christ,Robert D. Hales,1333
2017,4,Saturday Afternoon Session,"Church Auditing Department Report, 2016",Kevin R. Jergensen,172
2017,4,Saturday Afternoon Session,Overcoming the World,Neil L. Andersen,1919
2017,4,Saturday Afternoon Session,Return and Receive,M. Russell Ballard,1849
2017,4,Saturday Afternoon Session,Songs Sung and Unsung,Jeffrey R. Holland,1614
2017,4,Saturday Afternoon Session,Stand Up Inside and Be All In,Gary B. Sabin,2124
2017,4,Saturday Afternoon Session,"Statistical Report, 2016",Brook P. Hales,84
2017,4,Saturday Afternoon Session,The Language of the Gospel,Valeri V. Cordón,1580
2017,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dieter F. Uchtdorf,783
2017,4,Saturday Morning Session,Brighter and Brighter until the Perfect Day,Mark A. Bragg,1380
2017,4,Saturday Morning Session,Confide in God Unwaveringly,Ulisses Soares,1532
2017,4,Saturday Morning Session,Drawing the Power of Jesus Christ into Our Lives,Russell M. Nelson,1637
2017,4,Saturday Morning Session,Gathering the Family of God,Henry B. Eyring,2505
2017,4,Saturday Morning Session,His Daily Guiding Hand,M. Joseph Brough,1707
2017,4,Saturday Morning Session,Our Father’s Glorious Plan,Weatherford T. Clayton,1566
2017,4,Saturday Morning Session,Our Good Shepherd,Dale G. Renlund,1878
2017,4,Sunday Afternoon Session,And This Is Life Eternal,C. Scott Grow,1849
2017,4,Sunday Afternoon Session,Foundations of Faith,Quentin L. Cook,2155
2017,4,Sunday Afternoon Session,How Does the Holy Ghost Help You?,Gary E. Stevenson,2230
2017,4,Sunday Afternoon Session,That Our Light May Be a Standard for the Nations,Benjamín De Hoyos,1378
2017,4,Sunday Afternoon Session,The Voice of Warning,D. Todd Christofferson,2203
2017,4,Sunday Afternoon Session,Then Jesus Beholding Him Loved Him,S. Mark Palmer,1303
2017,4,Sunday Afternoon Session,To the Friends and Investigators of the Church,Joaquin E. Costa,1320
2017,4,Sunday Morning Session,A Sin-Resistant Generation,Joy D. Jones,1549
2017,4,Sunday Morning Session,"Don’t Look Around, Look Up!",Yoon Hwan Choi,1483
2017,4,Sunday Morning Session,Let the Holy Spirit Guide,Ronald A. Rasband,2031
2017,4,Sunday Morning Session,Perfect Love Casteth Out Fear,Dieter F. Uchtdorf,2016
2017,4,Sunday Morning Session,The Godhead and the Plan of Salvation,Dallin H. Oaks,1925
2017,4,Sunday Morning Session,The Power of the Book of Mormon,Thomas S. Monson,414
2017,4,Sunday Morning Session,"Whatsoever He Saith unto You, Do It",L. Whitney Clayton,1583
2017,10,General Priesthood Session,Bearers of Heavenly Light,Dieter F. Uchtdorf,2042
2017,10,General Priesthood Session,Earning the Trust of the Lord and Your Family,Richard J. Maynes,1678
2017,10,General Priesthood Session,The Lord Leads His Church,Henry B. Eyring,2328
2017,10,General Priesthood Session,The Priesthood and the Savior’s Atoning Power,Dale G. Renlund,1891
2017,10,General Priesthood Session,The Truth of All Things,David F. Evans,1685
2017,10,General Women's Session,Abiding in God and Repairing the Breach,Neill F. Marriott,1548
2017,10,General Women's Session,Three Sisters,Dieter F. Uchtdorf,2722
2017,10,General Women's Session,Turn On Your Light,Sharon Eubank,2212
2017,10,General Women's Session,Value beyond Measure,Joy D. Jones,1578
2017,10,Saturday Afternoon Session,By Divine Design,Ronald A. Rasband,1917
2017,10,Saturday Afternoon Session,Repentance Is Always Positive,Stephen W. Owen,1519
2017,10,Saturday Afternoon Session,Spiritual Eclipse,Gary E. Stevenson,2198
2017,10,Saturday Afternoon Session,The Book of Mormon: What Would Your Life Be Like without It?,Russell M. Nelson,2151
2017,10,Saturday Afternoon Session,The Eternal Everyday,Quentin L. Cook,2128
2017,10,Saturday Afternoon Session,The Heart of the Widow,O. Vincent Haleck,1538
2017,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,553
2017,10,Saturday Morning Session,“I Have a Work for Thee”,John C. Pingree Jr.,1889
2017,10,Saturday Morning Session,A Yearning for Home,Dieter F. Uchtdorf,2148
2017,10,Saturday Morning Session,Be Ye Therefore Perfect—Eventually,Jeffrey R. Holland,1781
2017,10,Saturday Morning Session,The Living Bread Which Came Down from Heaven,D. Todd Christofferson,2259
2017,10,Saturday Morning Session,The Needs before Us,Bonnie L. Oscarson,1865
2017,10,Saturday Morning Session,The Plan and the Proclamation,Dallin H. Oaks,2023
2017,10,Sunday Afternoon Session,"Apart, but Still One",Joni L. Koch,1110
2017,10,Sunday Afternoon Session,Do We Trust Him? Hard Is Good,Stanley G. Ellis,1899
2017,10,Sunday Afternoon Session,Essential Truths—Our Need to Act,Adilson de Paula Parrella,1157
2017,10,Sunday Afternoon Session,God’s Compelling Witness: The Book of Mormon,Tad R. Callister,1616
2017,10,Sunday Afternoon Session,Love One Another as He Has Loved Us,José L. Alonso,1265
2017,10,Sunday Afternoon Session,Seek Ye Out of the Best Books,Ian S. Ardern,1491
2017,10,Sunday Afternoon Session,The Trek Continues!,M. Russell Ballard,1566
2017,10,Sunday Afternoon Session,The Voice of the Lord,Neil L. Andersen,2183
2017,10,Sunday Morning Session,Exceeding Great and Precious Promises,David A. Bednar,2112
2017,10,Sunday Morning Session,Fear Not to Do Good,Henry B. Eyring,2561
2017,10,Sunday Morning Session,Has the Day of Miracles Ceased?,Donald L. Hallstrom,1313
2017,10,Sunday Morning Session,"Lord, Wilt Thou Cause That My Eyes May Be Opened",W. Craig Zwick,1609
2017,10,Sunday Morning Session,That Your Joy Might Be Full,Jean B. Bingham,1697
2017,10,Sunday Morning Session,Turn to the Lord,W. Christopher Waddell,1813
2018,4,General Priesthood Session,Behold! A Royal Army,Ronald A. Rasband,1697
2018,4,General Priesthood Session,Inspired Ministering,Henry B. Eyring,2259
2018,4,General Priesthood Session,Introductory Remarks,Russell M. Nelson,429
2018,4,General Priesthood Session,Ministering with the Power and Authority of God,Russell M. Nelson,1654
2018,4,General Priesthood Session,The Elders Quorum,D. Todd Christofferson,1684
2018,4,General Priesthood Session,The Powers of the Priesthood,Dallin H. Oaks,1947
2018,4,General Priesthood Session,What Every Aaronic Priesthood Holder Needs to Understand,Douglas D. Holmes,1610
2018,4,Saturday Afternoon Session,"Church Auditing Department Report, 2017",Kevin R. Jergensen,168
2018,4,Saturday Afternoon Session,Family History and Temple Work: Sealing and Healing,Dale G. Renlund,1848
2018,4,Saturday Afternoon Session,Meek and Lowly of Heart,David A. Bednar,1985
2018,4,Saturday Afternoon Session,One More Day,Taylor G. Godoy,1555
2018,4,Saturday Afternoon Session,Saving Ordinances Will Bring Us Marvelous Light,Taniela B. Wakolo,1475
2018,4,Saturday Afternoon Session,Teaching in the Home—a Joyful and Sacred Responsibility,Devin G. Durrant,1812
2018,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dallin H. Oaks,850
2018,4,Saturday Afternoon Session,Young Women in the Work,Bonnie L. Oscarson,1628
2018,4,Saturday Morning Session,Am I a Child of God?,Brian K. Taylor,1379
2018,4,Saturday Morning Session,"Even as Christ Forgives You, So Also Do Ye",Larry J. Echo Hawk,1188
2018,4,Saturday Morning Session,Precious Gifts from God,M. Russell Ballard,1700
2018,4,Saturday Morning Session,Solemn Assembly,Henry B. Eyring,1065
2018,4,Saturday Morning Session,The Heart of a Prophet,Gary E. Stevenson,2157
2018,4,Saturday Morning Session,The Prophet of God,Neil L. Andersen,1915
2018,4,Saturday Morning Session,Until Seventy Times Seven,Lynn G. Robbins,1419
2018,4,Sunday Afternoon Session,“Be With and Strengthen Them”,Jeffrey R. Holland,1724
2018,4,Sunday Afternoon Session,Behold the Man!,Dieter F. Uchtdorf,1828
2018,4,Sunday Afternoon Session,Christ the Lord Is Risen Today,Gerrit W. Gong,607
2018,4,Sunday Afternoon Session,It Is All about People,Gérald Caussé,1639
2018,4,Sunday Afternoon Session,Let Us All Press On,Russell M. Nelson,614
2018,4,Sunday Afternoon Session,Ministering,Russell M. Nelson,244
2018,4,Sunday Afternoon Session,Ministering as the Savior Does,Jean B. Bingham,1995
2018,4,Sunday Afternoon Session,Prepare to Meet God,Quentin L. Cook,2047
2018,4,Sunday Afternoon Session,Prophets Speak by the Power of the Holy Spirit,Ulisses Soares,769
2018,4,Sunday Morning Session,"He That Shall Endure unto the End, the Same Shall Be Saved",Claudio D. Zivic,1233
2018,4,Sunday Morning Session,His Spirit to Be with You,Henry B. Eyring,2206
2018,4,Sunday Morning Session,Pure Love: The True Sign of Every True Disciple of Jesus Christ,Massimo De Feo,1395
2018,4,Sunday Morning Session,"Revelation for the Church, Revelation for Our Lives",Russell M. Nelson,2247
2018,4,Sunday Morning Session,Small and Simple Things,Dallin H. Oaks,2024
2018,4,Sunday Morning Session,Take the Holy Spirit as Your Guide,Larry Y. Wilson,1600
2018,4,Sunday Morning Session,With One Accord,Reyna I. Aburto,1412
2018,10,General Women's Session,Divine Discontent,Michelle D. Craig,1702
2018,10,General Women's Session,For Him,Joy D. Jones,1520
2018,10,General Women's Session,Parents and Children,Dallin H. Oaks,1587
2018,10,General Women's Session,Sisters’ Participation in the Gathering of Israel,Russell M. Nelson,1749
2018,10,General Women's Session,The Joy of Unselfish Service,Cristina B. Franco,1406
2018,10,General Women's Session,Women and Gospel Learning in the Home,Henry B. Eyring,1764
2018,10,Saturday Afternoon Session,All Must Take upon Them the Name Given of the Father,Paul B. Pieper,1693
2018,10,Saturday Afternoon Session,"Believe, Love, Do",Dieter F. Uchtdorf,2048
2018,10,Saturday Afternoon Session,"Come, Listen to a Prophet’s Voice",Dean M. Davies,1791
2018,10,Saturday Afternoon Session,Firm and Steadfast in the Faith of Christ,D. Todd Christofferson,2142
2018,10,Saturday Afternoon Session,One in Christ,Ulisses Soares,1988
2018,10,Saturday Afternoon Session,Our Campfire of Faith,Gerrit W. Gong,1985
2018,10,Saturday Afternoon Session,The Sustaining of Church Officers,Henry B. Eyring,540
2018,10,Saturday Morning Session,Be Not Troubled,Ronald A. Rasband,1955
2018,10,Saturday Morning Session,Deep and Lasting Conversion to Heavenly Father and the Lord Jesus Christ,Quentin L. Cook,2086
2018,10,Saturday Morning Session,Gather Together in One All Things in Christ,David A. Bednar,1883
2018,10,Saturday Morning Session,Laying the Foundation of a Great Work,Steven R. Bangerter,1486
2018,10,Saturday Morning Session,Lift Up Your Head and Rejoice,M. Joseph Brough,1649
2018,10,Saturday Morning Session,Opening Remarks,Russell M. Nelson,732
2018,10,Saturday Morning Session,Truth and the Plan,Dallin H. Oaks,1924
2018,10,Sunday Afternoon Session,Becoming Exemplary Latter-day Saints,Russell M. Nelson,804
2018,10,Sunday Afternoon Session,Choose You This Day,Dale G. Renlund,1852
2018,10,Sunday Afternoon Session,Now Is the Time,Jack N. Gerard,1436
2018,10,Sunday Afternoon Session,Shepherding Souls,Gary E. Stevenson,2118
2018,10,Sunday Afternoon Session,Taking upon Ourselves the Name of Jesus Christ,Robert C. Gay,1644
2018,10,Sunday Afternoon Session,The Father,Brian K. Ashton,1564
2018,10,Sunday Afternoon Session,"Try, Try, Try",Henry B. Eyring,2057
2018,10,Sunday Afternoon Session,Wilt Thou Be Made Whole?,Matthew L. Carpenter,1683
2018,10,Sunday Morning Session,Becoming a Shepherd,Bonnie H. Cordon,1650
2018,10,Sunday Morning Session,The Correct Name of the Church,Russell M. Nelson,1738
2018,10,Sunday Morning Session,The Ministry of Reconciliation,Jeffrey R. Holland,1705
2018,10,Sunday Morning Session,The Role of the Book of Mormon in Conversion,Shayne M. Bowen,1887
2018,10,Sunday Morning Session,The Vision of the Redemption of the Dead,M. Russell Ballard,1775
2018,10,Sunday Morning Session,Wounded,Neil L. Andersen,1865
2019,4,General Priesthood Session,Look unto Jesus Christ,Kim B. Clark,1448
2019,4,General Priesthood Session,The Power of Sustaining Faith,Henry B. Eyring,1479
2019,4,General Priesthood Session,The Quorum: A Place of Belonging,Carl B. Cook,1463
2019,4,General Priesthood Session,We Can Do Better and Be Better,Russell M. Nelson,1615
2019,4,General Priesthood Session,Where Will This Lead?,Dallin H. Oaks,1383
2019,4,General Priesthood Session,Your Priesthood Playbook,Gary E. Stevenson,2250
2019,4,Saturday Afternoon Session,Behold the Lamb of God,Jeffrey R. Holland,1691
2019,4,Saturday Afternoon Session,"Church Auditing Department Report, 2018",Kevin R. Jergensen,169
2019,4,Saturday Afternoon Session,Feasting upon the Words of Christ,Takashi Wada,1522
2019,4,Saturday Afternoon Session,Hearing His Voice,David P. Homer,1599
2019,4,Saturday Afternoon Session,Seeking Knowledge by the Spirit,Mathias Held,1455
2019,4,Saturday Afternoon Session,The Eye of Faith,Neil L. Andersen,1888
2019,4,Saturday Afternoon Session,The Sustaining of Church Officers,Dallin H. Oaks,702
2019,4,Saturday Afternoon Session,"The True, Pure, and Simple Gospel of Jesus Christ",M. Russell Ballard,1747
2019,4,Saturday Morning Session,A Home Where the Spirit of the Lord Dwells,Henry B. Eyring,2260
2019,4,Saturday Morning Session,Answers to Prayer,Brook P. Hales,2171
2019,4,Saturday Morning Session,Careful versus Casual,Becky Craven,1597
2019,4,Saturday Morning Session,How Can I Understand?,Ulisses Soares,1946
2019,4,Saturday Morning Session,Just as He Did,W. Christopher Waddell,1846
2019,4,Saturday Morning Session,Missionary Work: Sharing What Is in Your Heart,Dieter F. Uchtdorf,1983
2019,4,Sunday Afternoon Session,Build a Fortress of Spirituality and Protection,Ronald A. Rasband,1913
2019,4,Sunday Afternoon Session,Cleansed by Repentance,Dallin H. Oaks,2086
2019,4,Sunday Afternoon Session,Closing Remarks,Russell M. Nelson,706
2019,4,Sunday Afternoon Session,Exercising Our Spiritual Muscles,Juan Pablo Villar,1354
2019,4,Sunday Afternoon Session,"Good Shepherd, Lamb of God",Gerrit W. Gong,2013
2019,4,Sunday Afternoon Session,Prepared to Obtain Every Needful Thing,David A. Bednar,1881
2019,4,Sunday Afternoon Session,The Immediate Goodness of God,Kyle S. McKay,1363
2019,4,Sunday Morning Session,"“Come, Follow Me”",Russell M. Nelson,1969
2019,4,Sunday Morning Session,Abound with Blessings,Dale G. Renlund,1887
2019,4,Sunday Morning Session,Christ: The Light That Shines in Darkness,Sharon Eubank,1713
2019,4,Sunday Morning Session,Great Love for Our Father’s Children,Quentin L. Cook,2117
2019,4,Sunday Morning Session,Preparing for the Lord’s Return,D. Todd Christofferson,2212
2019,4,Sunday Morning Session,The Atonement of Jesus Christ,Tad R. Callister,1790
